1	0.3979441398
2	0.4073210927
3	0.4159091692
4	0.4124532308
5	0.4077337814
6	0.4204624414
7	0.4179759805
8	0.4205232649
9	0.4184093476
10	0.4140356792
11	0.4151099965
12	0.4186648777
13	0.4220674273
14	0.4235043487
15	0.4222667493
16	0.4224133092
17	0.4238379962
18	0.4212815631
19	0.4196685205
20	0.4183568118
21	0.4220996039
22	0.4184689892
