1	3.6176801889
2	3.6153608298
3	3.6142350489
4	3.6136300955
5	3.6131533281
6	3.6123377012
7	3.6121954275
8	3.6119127376
9	3.6113113026
10	3.6107544817
11	3.6103453253
12	3.6101519242
13	3.6078869272
14	3.6065746121
15	3.6062568976
16	3.6054372944
17	3.6049419678
18	3.6048108017
19	3.6038369105
20	3.6033922952
21	3.6026055926
22	3.6004760474
